1.0,"Scratched Screen
  
","June 18, 2019",Yes,Paid only 100$ less than retail for a phone with scratches on the screen worse than phones I've owned for a year or more. Not to mention non retail  OEM packaging... Truly disappointing,8
5.0,"Surpassed my Expectations
  
","November 1, 2019",Yes,"I was skeptical of ordering a renewed phone from a seller where Amazon wasn’t fulfilling the order, but the seller (ChubbiesTech) came through with a great phone that was legit (checked the serial #, etc.)! I’ve seen no issues at all, but I’ve only had it for half a day. I’m confident it’ll last the 90-day guarantee but I’ll update the review if anything comes up. So far so good!",4
5.0,"Its advantages can completely cover its shortcomings.
  
","July 1, 2019",Yes,"I did not check for negative comments before I purchased. When I received the iPhone XR, it was not the original packaging. It comes with only a charger. It does not have a headphone cord. I am actually a bit disappointed. But because of its price, I think this is tolerable. Most importantly, this is an almost new phone. It looks so beautiful and runs so smoothly. To be honest, this is beyond my expectations. I am very satisfied with this phone. Although its battery display cycle is used 15 times. It has also passed the official Apple warranty period. But it is still worth the money.",4
1.0,"DOESNT EVEN WORK
  
","August 26, 2019",Yes,"Pretty sure I got a fake XR, came in wrong color, isn't the size of a normal XR, won't turn on, came with an android charger. The list goes on.",7
4.0,"Looks brand new
  
","June 28, 2019",Yes,"I’ve had the phone for a week now so far I love it. It looks brand new, great battery life. The only thing is the charger it came with doesn’t work. Luckily I had another one but other than that great purchase.",7
5.0,"Just like new.
  
","August 8, 2019",Yes,"I got the fully unlocked blue iPhone XR. It is in pristine condition. This is my first ""renewed"" pone but I would definitely go for it again. It comes with all accesories in like new condition and it is in fact fully unlocked. I travel a lot for work and have used it all over the world with different providers with no problema whatsoever. It DOES NOT come in a Factory box so just be aware. It comes in a similar box labeled Amazon renewed so think about it if this is important to you. In my case, I gave it a shot and I am truly impressed. Look no further.",3
4.0,"The cell needs to be unblocked.
  
","August 26, 2019",Yes,The cell needs to be unblocked.,8
1.0,"Nope
  
","April 23, 2019",No,Do NOT trust this,30
5.0,"BEAUTIFUL phone PERFECT condition
  
","September 5, 2019",Yes,Honestly blown away!!!! Beautiful condition. Not one single scratch or dent. FULLY unlocked took it right to metro and hooked it up. Signature was required for delivery which I appreciate. I got the coral 64gb for my daughter for her birthday.It was Great deal. Phone comes w charger but no headphones which I knew already.I am so impressed I want to buy another from this seller for myself. It was chubbiestech for anyone looking. I will continue to buy from this particular seller when I have the option. I’ve saw many horror stories buying refurbished phones but I’m telling you this was looked BRAND NEW.,2
5.0,,"June 2, 2019",No,None,0
4.0,"camera issues
  
","August 27, 2019",Yes,theres a pretty heavy lag when using the camera to take pictures or videos. when you take pictures just expect them to be taken a second or so after you press the button.,6
5.0,"It works amazing
  
","August 31, 2019",Yes,The best phone works amazing good as newAnd good price,7
5.0,"I bought this and it’s amazing
  
","May 22, 2019",Yes,You should buy this now!!!!,7
5.0,"Amazing iPhone
  
","December 2, 2019",Yes,"I had a bad experience buying from Amazon Renewed very recently, but I was willing to try them again with this iPhone. I figured that in the worst case scenario, I could just return it again. I am very happy to say that this works PERFECTLY. It's a brand new phone in every way.  I am over-the-moon happy to have it.",3
5.0,"Could Not Ask For A Better Experience!
  
","July 21, 2019",Yes,"The phone arrived in brand new condition in terms of both appearance and functionality. I did see some bad reviews which made me nervous, but I, fortunately, did not experience any issues. The phone was covered in protective plastic and safely packaged in the box with a charger as described and expected.For those of you who’s worry that your phone may not be compatible with your carrier or SIM you can check directly through your carrier to see if the phone is compatible, and, if so, which SIM Card/Part is also compatible for the specific device with your carrier (not all SIM cards are created equally and an incompatible SIM could lead you to think that the phone itself is not compatible or “fully unlocked” when it is, actually).Overall, 10/10 experience with this phone and vendor!I hope that this helps alleviate some stress for someone and lead you to a positive new phone experience!",2
1.0,"Not worth it
  
","August 26, 2019",Yes,"Worked for a few days then the screen totally went crazy, not worth the risk",7
5.0,,"July 4, 2019",Yes,El teléfono se ve y funciona realmente como si estuviera nuevoEstá precioso !!!!,5
5.0,"It might as well be brand new
  
","June 15, 2019",Yes,"After seeing a lot of upset customers on here, I was hesitant to buy a refurbished phone...I was wrong!!!  This phone looks brand new, not a scratch on it, works perfectly.  I have ZERO complaints!!!  If you’re on the fence, don’t be.  I received mine from Chubbies Tech and would not hesitate to buy one again.  This is my new way of buying phones instead of paying full price",4
5.0,"Must buy!
  
","December 8, 2019",Yes,"I bought this fory daughter to use on MetroPCS. We received it quickly and well packaged. It included the original box and charger. It was in perfect condition, no cracks or marked. Powered right up and we were able to log in. For $15 Metro swapped her number and she was good to go. She loves the phone which does take great pics! Battery life seems good, screen colors pop and it's able to multitask with lag time. This phone cost over $100 more at the Metro store and they didn't offer yellow. I would definitely purchase another phone from this company. My teen daughter loves the larger screen, picture taking quality and filters, and facial recognition. This purchase was definitely a success.",1
1.0,"DOES NOT WORK FOR GSM AND CDMA NEEDED CARRIERS (IE SPRINT)
  
","October 12, 2019",Yes,"I paid almost 600 dollars for this phone and waited 6 days for shipping. When it came in, there was one tiny scratch on the back but nothing too major... battery health was 100% and everything was great.. I brought it to sprint to have it switched with my old phone and they were unable to accept it because it only had an imei number and it needs both imei and meid numbers. This phone would work with other carriers that don't require the two different networks. If you have sprint, dont bother wasting time or money, if you dont have sprint or a carrier that requires the two i would definitely buy it. Just so disappointed about false advertising...",3
5.0,,"June 2, 2019",No,None,0
5.0,"Best Refurbished SmartPhone in 2019/2020!
  
","December 21, 2019",Yes,"When I ordered this product, I did not expect the phone to be as great as a condition it was in. First off, the phone came with a Genuine Apple Charger (instead of those cheap 3rd party ones). Secondly, when I powered on and set up the phone, I was shocked to find out that the Phone was only 1 month old and the warranty was still good for another 11 months! And when I went to check the battery capacity, it was at 100% battery capacity and was really well taken care of. Despite all of this, I did find a few scratches on the back, but it’s hardly noticeable and everything else about this iPhone XR is flawless and I was even able to purchase AppleCare+ for only $12.99 a month. I purchased this item through ChubbiesTech and will definitely do business with this company In the near future!",1
5.0,"Amazing phone!!!
  
","September 14, 2019",Yes,"Like everyone, I was SUPER nervous to buy some refurbished phone from Amazon. But it was SOOO worth it! The phone came in days before the estimated delivery and was in amazing condition. Mine even came with a glass screen protector! The only damage on the phone is a tiny scratch on the screen, it’s less than it inch small on the corner and barely noticeable. But hey, if I wanted a phone in brand new condition, I would of bought a brand new phone. It came with a charger which is cool. It’s not apple name brand ((which people are mad about for some reason??? Lol okay Karen)) I don’t mind and it works perfect!! So far the battery is great too. This phone is an amazing upgrade from my 6 plus. I HIGHLY HIGHLY recommend this seller !!!!!",2
5.0,"Best Buy ever
  
","June 13, 2019",Yes,This phone is so amazing. I saved money and it is awesome.it is practically brand new. A really great buy,6
5.0,"Great Condition!
  
","October 7, 2019",Yes,"I was very hesitant to buy a used phone. It's hard to know exactly what you are going to get. Of course, you want to believe it is going to be perfect but you do have to be realistic, because it's used. I'm happy to report the phone was nearly perfect. It has no scratches at all, no marks or anything negative about the appearance. I took it to get a sim card and everything transferred perfectly from my old phone. I didn't miss a beat. I know some people are particular about this one but I did get an Apple brand charging cable too. The battery was full and it lasts a long time! I go all day with using various apps and phone calls and even use it with the controller while flying my drone. At bedtime, around 1:00am, I still have about 50% battery left from the charge the night before. The only thing weird is the iPhone podcast app does not work. It says ""There is a problem and the Podcast Library needs to be rebuilt before continuing."" When I click Rebuild Library, it never finishes doing anything. I have even kept touching the screen to keep the phone from going to sleep in hopes that the rebuild would be successful. I eventually deleted the app and re-downloaded it from the App Store. Everything seemed to be fine and then... I got the same message. I will eventually take it to the Apple Store to see what they can do but for now, the rest is perfect and I am glad I saved a few hundred bucks.",1
2.0,"Phone is of good quality, almost ruined by poor screen protector application
  
","August 2, 2019",Yes,"I received my refurbished iPhone yesterday, and so far it has been functioning well. The battery health on the phone says 100%, and there is only minimal evident scratching on the back. My only issue is with whoever put the tempered screen protector on the phone. They must have some serious hand-eye coordination problems as the glass is horribly off center and slightly hangs off the bottom. I’m going to look around to see if any shops can remove it and reapply it correctly, it is pretty annoying and if I had seen images of it beforehand I definitely would have not purchased the phone.",3
2.0,"Battery life hello
  
","December 5, 2019",Yes,I love how A good price I got this phone for it's just has a little scratch but that's what happens when you get refurbished Items but I'm complaining about the battery life I charged it to 100% and I only used it for 7 mins I thought I had a good buy but to check the battery percentage it dropped significantly at first I thought I was tripping it came to me at 50 percent and it died fast so I let it charge to 100 and as you can see the picture it dies fast I needed a replacement because my oldnphone broke just be careful if any of you guys going to buy it and this happens I never complained about anything or reviewed stuff but just be sure to look out for little things like that I contacted the seller I'm just waiting to see what he or she to respond,2
5.0,"WORTH IT!
  
","December 5, 2019",Yes,"I know the idea of a ""renewed"" or ""refurbished"" phone may seem scary to some people. I was really worried before I bought this.  I couldn't believe the deal I got getting this phone and thought it was too good to be true and I'd have to deal with a faulty device. Well, boy was I proven wrong! My phone came fully unlocked as it stated and all I had to do was pop my Sim Card from my iPhone 6 into this iPhone XR and it worked! It started the setup process immediately. All apps work, calling, texting, settings, are working. I am really glad I took a chance on getting this phone to save a couple hundred dollars on a newer model. If you're considering getting this phone, GET IT. You won't be disappointed.",2
5.0,"Very happy with the purchase
  
","August 19, 2019",Yes,Happy with my new phone! I backed up my old one to the cloud and then synced the new one with all my data once it got here. Functions perfectly and battery life appears to be good as new.,4
3.0,"Speaker Issue
  
","December 9, 2019",Yes,"The phone looked great!  A couple of surface scratches on the top right of the screen, but that's to be expected I guess with a used phone.  I wasn't really concerned with those small issues. I transferred everything from my old phone and completely set up the new phone and everything was great!  I was soooo excited and felt really great about my purchase,.....until I made a call.  It wasn't until I had invested several hours into the new phone that I realized the ear speaker has a shattery sound and makes it difficult to hear the other person on the call.  The speaker does technically work, but the voice sounds muffled and shattered, like an old busted car speaker.  I really hate it because I like the phone and spent so much time setting everything up to be personalized to me.  If I new the quality of the speaker before hand, I would have returned it immediately, but at this point I think I will just deal with it.  I don't like change and it took me forever to upgrade from an Iphone 5S (crystal clear speaker btw) to the XR, and unfortunately it was just a bad experience because of the speaker issue.  The phone is excellent other than this one issue, but a key feature of the a phone is to have conversations with others right?  I needed this phone for my personal and business use, so I hope the speaker doesn't continue to degrade.I'm not sure how the company tests for sound quality and clarity, but I would encourage everyone if you decide to purchase a used phone, call someone on the phone first before personalizing it to you.",1
